acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,acc_x_1,acc_y_1,acc_z_1,gyro_x_1,gyro_y_1,gyro_z_1,mag_x_1,mag_y_1,mag_z_1
0.18310546875,-0.96826171875,-0.1669921875,-15.42682933807373,-26.89024543762207,23.90243911743164,0.0,0.0,0.0,0.76953125,-0.54052734375,0.4453125,-187.31707763671875,24.45121955871582,97.43902587890625,0.0,0.0,0.0
0.1884765625,-0.9833984375,-0.171875,-19.207317352294922,-30.79268455505371,24.63414764404297,0.0,0.0,0.0,0.72314453125,-0.5341796875,0.4599609375,-185.0,29.39024543762207,98.04878234863281,0.0,0.0,0.0
0.228515625,-1.00634765625,-0.15380859375,-23.35365867614746,-37.92683029174805,26.280488967895508,0.0,0.0,0.0,0.63916015625,-0.517578125,0.48828125,-186.21951293945312,20.487804412841797,94.756103515625,0.0,0.0,0.0
0.27001953125,-1.04541015625,-0.087890625,-18.04878044128418,-36.76829528808594,22.865854263305664,0.0,0.0,0.0,0.59423828125,-0.52880859375,0.5361328125,-188.90245056152344,5.182927131652832,90.54878234863281,0.0,0.0,0.0
0.30908203125,-1.06591796875,-0.03466796875,-3.9634146690368652,-23.53658676147461,18.109756469726562,0.0,0.0,0.0,0.58935546875,-0.56982421875,0.5498046875,-190.4268341064453,-11.341464042663574,85.24390411376953,0.0,0.0,0.0
0.2568359375,-1.041015625,-0.01953125,4.634146213531494,-6.219512462615967,15.060976028442383,0.0,0.0,0.0,0.615234375,-0.64404296875,0.533203125,-193.59756469726562,-26.829269409179688,79.14634704589844,0.0,0.0,0.0
0.23779296875,-1.01171875,-0.0234375,1.5243902206420898,10.060976028442383,15.182927131652832,0.0,0.0,0.0,0.67919921875,-0.71728515625,0.52490234375,-194.14634704589844,-35.73170852661133,74.63414764404297,0.0,0.0,0.0
0.18603515625,-0.990234375,0.03173828125,-4.207317352294922,21.463415145874023,13.719512939453125,0.0,0.0,0.0,0.7568359375,-0.77392578125,0.49169921875,-191.40245056152344,-33.90243911743164,72.62195587158203,0.0,0.0,0.0
0.169921875,-0.96044921875,0.00341796875,-3.0487804412841797,30.54878044128418,15.304878234863281,0.0,0.0,0.0,0.82568359375,-0.81494140625,0.470703125,-187.86585998535156,-24.45121955871582,72.98780822753906,0.0,0.0,0.0
0.15185546875,-0.94775390625,-0.06005859375,-8.658536911010742,32.560977935791016,12.804878234863281,0.0,0.0,0.0,0.873046875,-0.8310546875,0.4443359375,-184.26829528808594,-8.414634704589844,76.64634704589844,0.0,0.0,0.0
0.1494140625,-0.951171875,-0.107421875,-18.658536911010742,27.378049850463867,10.304878234863281,0.0,0.0,0.0,0.892578125,-0.82275390625,0.41845703125,-183.53659057617188,1.9512195587158203,79.20732116699219,0.0,0.0,0.0
0.162109375,-0.9765625,-0.12451171875,-27.7439022064209,18.170732498168945,6.097560882568359,0.0,0.0,0.0,0.86865234375,-0.80419921875,0.39990234375,-182.5,24.69512176513672,84.39024353027344,0.0,0.0,0.0
0.18798828125,-1.0107421875,-0.1328125,-33.353660583496094,9.146341323852539,4.207317352294922,0.0,0.0,0.0,0.79638671875,-0.7802734375,0.39111328125,-180.0,41.70731735229492,87.68292999267578,0.0,0.0,0.0
0.20263671875,-1.03076171875,-0.1162109375,-34.756099700927734,7.134146690368652,1.8902438879013062,0.0,0.0,0.0,0.75146484375,-0.7705078125,0.39697265625,-178.35366821289062,47.07317352294922,88.53659057617188,0.0,0.0,0.0
0.2138671875,-1.0556640625,-0.10009765625,-32.256099700927734,12.07317066192627,2.5609755516052246,0.0,0.0,0.0,0.66650390625,-0.7578125,0.39453125,-179.3292694091797,41.585365295410156,87.74390411376953,0.0,0.0,0.0
0.21630859375,-1.06005859375,-0.1044921875,-29.817073822021484,22.926830291748047,5.97560977935791,0.0,0.0,0.0,0.6015625,-0.75341796875,0.3935546875,-182.9268341064453,29.512195587158203,85.67073059082031,0.0,0.0,0.0
0.18310546875,-1.06591796875,-0.1005859375,-29.45121955871582,30.121952056884766,7.9268293380737305,0.0,0.0,0.0,0.57177734375,-0.76025390625,0.38330078125,-185.48780822753906,13.719512939453125,81.95121765136719,0.0,0.0,0.0
0.146484375,-1.08154296875,-0.068359375,-26.829269409179688,30.731708526611328,9.390244483947754,0.0,0.0,0.0,0.56982421875,-0.76513671875,0.341796875,-188.84146118164062,-3.2926828861236572,78.65853881835938,0.0,0.0,0.0
0.119140625,-1.09130859375,-0.03173828125,-19.817073822021484,29.878049850463867,9.87804889678955,0.0,0.0,0.0,0.59521484375,-0.775390625,0.31640625,-191.40245056152344,-16.40243911743164,77.13414764404297,0.0,0.0,0.0
0.09619140625,-1.0859375,0.00390625,-11.219511985778809,28.59756088256836,10.54878044128418,0.0,0.0,0.0,0.6240234375,-0.79248046875,0.29736328125,-192.9268341064453,-18.231708526611328,78.3536605834961,0.0,0.0,0.0
0.08056640625,-1.05908203125,0.0361328125,-3.658536672592163,26.768293380737305,11.280488014221191,0.0,0.0,0.0,0.64453125,-0.806640625,0.28515625,-193.53659057617188,-12.804878234863281,80.91463470458984,0.0,0.0,0.0
0.076171875,-1.02734375,0.05908203125,1.5243902206420898,24.93902587890625,11.40243911743164,0.0,0.0,0.0,0.6484375,-0.82080078125,0.263671875,-194.4512176513672,-7.134146690368652,82.98780822753906,0.0,0.0,0.0
0.08251953125,-1.001953125,0.06298828125,3.9024391174316406,24.14634132385254,10.365854263305664,0.0,0.0,0.0,0.64794921875,-0.84130859375,0.24755859375,-195.1219482421875,-5.182927131652832,83.65853881835938,0.0,0.0,0.0
0.09033203125,-0.984375,0.05322265625,3.5365853309631348,25.121952056884766,9.146341323852539,0.0,0.0,0.0,0.63720703125,-0.86669921875,0.2255859375,-197.07318115234375,-0.792682945728302,85.0,0.0,0.0,0.0
0.10107421875,-0.97900390625,0.0341796875,0.6707317233085632,28.109756469726562,7.987804889678955,0.0,0.0,0.0,0.6376953125,-0.880859375,0.21484375,-199.3292694091797,2.9268293380737305,86.58536529541016,0.0,0.0,0.0
0.10595703125,-0.97998046875,0.02197265625,-1.3414634466171265,30.121952056884766,7.682927131652832,0.0,0.0,0.0,0.63037109375,-0.9111328125,0.19677734375,-201.40245056152344,5.365853786468506,88.2317123413086,0.0,0.0,0.0
0.10595703125,-0.9853515625,-0.005859375,-5.0,33.17073059082031,7.9268293380737305,0.0,0.0,0.0,0.62890625,-0.9345703125,0.1728515625,-203.10975646972656,6.95121955871582,89.14634704589844,0.0,0.0,0.0
0.09521484375,-0.98779296875,-0.0341796875,-7.621951580047607,32.43902587890625,8.658536911010742,0.0,0.0,0.0,0.6357421875,-0.95703125,0.15478515625,-204.93902587890625,9.146341323852539,89.51219940185547,0.0,0.0,0.0
0.08642578125,-0.98828125,-0.05810546875,-8.536585807800293,29.14634132385254,9.268292427062988,0.0,0.0,0.0,0.630859375,-0.978515625,0.13232421875,-207.01220703125,13.170731544494629,89.57317352294922,0.0,0.0,0.0
0.080078125,-0.9912109375,-0.076171875,-9.02439022064209,25.0,9.57317066192627,0.0,0.0,0.0,0.625,-1.00390625,0.11767578125,-208.0487823486328,17.2560977935791,89.51219940185547,0.0,0.0,0.0
