time,qd,q,position_error,jerk,jerk_d
9.58,2.31885256,1.954377964800176,0.36447459519982384,781.5948669500344,0.26000000019626235
9.585,2.31897299,1.9563319519675424,0.3626410380324574,586.1961502102195,-0.25000000050605053
9.59,2.31909292,1.9586767365683824,0.36041618343161774,-1953.9871673695457,-0.08000000036648203
9.595,2.31921226,1.961412318602696,0.3577999413973041,-781.5948669457712,-0.030000000492700796
9.6,2.31933112,1.9633663057700623,0.35596481422993786,1953.9871673692612,-0.32000000032890297
9.605,2.31944943,1.9653202929374287,0.35412913706257143,976.993583682641,-0.4199999983711624
9.61,2.31956713,1.9676650775382691,0.3519020524617307,-976.9935836851987,0.020000001086320385
9.615,2.31968418,1.9700098621391096,0.3496743178608903,-1563.1897338935337,1.1499999988018934
9.62,2.31980053,1.972550045456686,0.3472504845433142,-781.5948669465201,1.7299999990429096
9.625,2.31991653,1.974504032624053,0.3454124973759469,1172.3923004192961,0.6600000003231654
9.63,2.32003247,1.97645801979142,0.34357445020858,1758.588450630728,-0.46999999966623307
9.635,2.32014821,1.978021209525313,0.34212700047468725,-586.1961502083341,-0.43000000005123185
9.64,2.32026361,1.9805613928428896,0.33970221715711046,-1172.3923004212154,-0.14000000021491266
9.645,2.32037875,1.98231998129352,0.3380587687064802,390.7974334726016,0.26000000019622527
9.65,2.32049352,1.9842739684608863,0.33621955153911354,-195.39871673487954,0.7100000004811619
9.655,2.32060801,1.9862279556282527,0.3343800543717472,-586.1961502097555,0.1299999999560174
9.66,2.32072246,1.9879865440788829,0.33273591592111695,586.1961502074804,-0.7300000004306583
9.665,2.3208367,1.9895497338127768,0.3312869661872233,781.5948669460907,-0.47000000023426425
9.67,2.32095056,1.9911129235466696,0.3298376364533304,-390.7974334713952,2.8408386754108506e-10
9.675,2.32106409,1.9928715119973,0.3281925780027002,-586.1961502085144,-0.37000000020303214
9.68,2.32117735,1.9944347017311927,0.3267426482688074,586.1961502100396,-0.6999999999380087
9.685,2.32129018,1.9958024927483495,0.32548768725165056,586.1961502080501,-0.379999999324814
9.69,2.32140246,1.9973656824822437,0.32403677751775617,-586.1961502106077,-0.2900000006888961
9.695,2.32151427,1.9989288722161365,0.32258539778386375,-976.993583682641,-0.45000000056912315
9.7,2.32162551,2.00049206195003,0.3211334480499701,-195.39871673683461,-0.06999999953864977
9.705,2.32173607,2.00166445425045,0.32007161574955,390.7974334742374,0.4500000002848741
9.71,2.32184605,2.00283684655087,0.31900920344912986,586.1961502107187,0.5900000002152161
9.715,2.32195551,2.003813840134553,0.3181416698654469,586.1961502086183,0.5599999997230234
9.72,2.32206453,2.004790833718237,0.31727369628176305,-195.39871673772208,0.299999999811017
9.725,2.32217318,2.0059632260186566,0.31620995398134344,-586.1961502089025,-0.4899999993312958
9.73,2.32228151,2.00694021960234,0.3153412903976598,5.683489234797889e-10,-1.310000000387425
9.735,2.32238938,2.007917213186023,0.31447216681397716,390.7974334726019,-0.9200000008036879
9.74,2.3224965,2.00869880805297,0.31379769194703,-5.685194537363714e-10,0.6500000009168434
9.745,2.3226028,2.009675801636653,0.3129269983633467,-195.39871673661975,1.4400000000595117
9.75,2.32270858,2.0104573965036003,0.3122511834963997,1.2823591077903984e-09,0.33999999914161805
9.755,2.32281409,2.011238991370546,0.3115750986294539,-195.39871673697343,-1.2599999996613571
9.76,2.32291919,2.0120205862374934,0.31089860376250655,-1.4213696886145044e-09,-1.679999999453337
9.765,2.32302359,2.0126067823877034,0.3104168076122966,390.79743347487556,-0.8200000002035295
9.77,2.32312707,2.013192978537913,0.30993409146208695,5.685478754458018e-10,0.37999999932484796
9.775,2.32322962,2.0137791746881235,0.3094504453118767,-390.7974334751597,1.0300000005259489
9.78,2.3233314,2.0143653708383336,0.30896602916166627,-2.8396129891916644e-10,0.8700000006456574
9.785,2.32343256,2.014756168271807,0.30867639172819317,390.7974334740226,0.06999999982334648
9.79,2.32353321,2.0151469657052803,0.3083862442947196,195.39871673658493,-0.7300000001458335
9.795,2.32363328,2.0155377631387537,0.3080955168612465,-195.39871673690402,-0.5900000007841486
9.8,2.32373257,2.015928560572227,0.3078040094277732,-390.7974334720332,0.18000000011351025
9.805,2.32383105,2.0163193580057,0.30751169199429995,195.39871673772194,0.18000000096665003
